"","Country/Region","Date","R","ci_95_u","ci_95_l","ci_65_u","ci_65_l","days_infectious","last_updated"
"239","Georgia",2020-11-24,1.10809892804149,1.46744299288733,0.738293224521405,1.27786402271898,0.938786390825529,7,2021-02-25
"240","Georgia",2020-11-25,1.10393125469449,1.4659016320678,0.735061127949474,1.27195234330725,0.93701731534999,7,2021-02-25
"241","Georgia",2020-11-26,1.11756799579831,1.48038370435005,0.752839592149111,1.28590126075664,0.948112235449398,7,2021-02-25
"242","Georgia",2020-11-27,1.13087162758802,1.49889466695084,0.770841944545606,1.30031382438792,0.959305565284262,7,2021-02-25
"243","Georgia",2020-11-28,1.12255551868246,1.48915642961667,0.760245301867574,1.29149328718538,0.953452581696587,7,2021-02-25
"244","Georgia",2020-11-29,1.10479232097302,1.47288485960377,0.742657668589745,1.27333980560884,0.937758868164177,7,2021-02-25
"245","Georgia",2020-11-30,1.0804445535247,1.44289087458967,0.717284714539498,1.25127828458428,0.910975966280545,7,2021-02-25
"246","Georgia",2020-12-01,1.07674053186175,1.4440688211318,0.713871725167652,1.24635017485849,0.90528414107921,7,2021-02-25
"247","Georgia",2020-12-02,1.08057794926242,1.45521519713814,0.715607900465897,1.24995942463365,0.910537383593332,7,2021-02-25
"248","Georgia",2020-12-03,1.08617329174487,1.45267781484168,0.731456812087376,1.2546167840137,0.916094908233372,7,2021-02-25
"249","Georgia",2020-12-04,1.08885638019232,1.45983116267307,0.73447639908058,1.25951253533271,0.920139603775155,7,2021-02-25
"250","Georgia",2020-12-05,1.07408109708426,1.44830568247552,0.717906748366189,1.24282191342677,0.904524441206905,7,2021-02-25
"251","Georgia",2020-12-06,1.03666919919205,1.40691580094465,0.676237174689992,1.20289862209468,0.869644233472341,7,2021-02-25
"252","Georgia",2020-12-07,1.00337490802718,1.36406069304906,0.645004379914174,1.16976618927134,0.836243621855498,7,2021-02-25
"253","Georgia",2020-12-08,1.00555473206001,1.37269189907767,0.651881255306859,1.17323986868029,0.83803309775577,7,2021-02-25
"254","Georgia",2020-12-09,0.99418030065922,1.35659365823142,0.640694362734493,1.16222196359691,0.826285353807666,7,2021-02-25
"255","Georgia",2020-12-10,0.968046250624669,1.32872706837638,0.610146613722936,1.13645770053856,0.800804802224237,7,2021-02-25
"256","Georgia",2020-12-11,0.929514262411719,1.2953263057652,0.566283972607363,1.09618448492961,0.762530749545168,7,2021-02-25
"257","Georgia",2020-12-12,0.888688970042563,1.24922114044441,0.521376406368482,1.05650656027635,0.721163473651925,7,2021-02-25
"258","Georgia",2020-12-13,0.844736283700633,1.20260884753404,0.468158886735036,1.01414870851289,0.675073187292779,7,2021-02-25
"259","Georgia",2020-12-14,0.817363862020546,1.16483936309858,0.442343907391767,0.987436442844978,0.646568163604847,7,2021-02-25
"260","Georgia",2020-12-15,0.830980874117966,1.18674534282916,0.462935199178362,0.997615100418905,0.663142813974585,7,2021-02-25
"261","Georgia",2020-12-16,0.821428269861074,1.1797057004965,0.456104487817821,0.98914599007859,0.654523043361399,7,2021-02-25
"262","Georgia",2020-12-17,0.801870573383121,1.16184907175348,0.435412674516414,0.969554178250694,0.633785377473775,7,2021-02-25
"263","Georgia",2020-12-18,0.778532858778571,1.13705423764487,0.406912577075417,0.946651737591883,0.610359806442988,7,2021-02-25
"264","Georgia",2020-12-19,0.758598066173747,1.12030352158727,0.393417771089501,0.928071657200584,0.589135916351308,7,2021-02-25
"265","Georgia",2020-12-20,0.729560786324242,1.08369847046446,0.351768753563189,0.900894553989914,0.559698942789173,7,2021-02-25
"266","Georgia",2020-12-21,0.718304029552596,1.07397500625608,0.336523349188285,0.889976860572739,0.547475767019173,7,2021-02-25
"267","Georgia",2020-12-22,0.744592509198798,1.10297278811273,0.379137582439093,0.910478140201095,0.578762907795447,7,2021-02-25
"268","Georgia",2020-12-23,0.737807232335101,1.0962158010855,0.371897730124202,0.905911208216338,0.569989330343244,7,2021-02-25
"269","Georgia",2020-12-24,0.723148444227189,1.08204340874088,0.358714893894706,0.892467958635322,0.553708045126351,7,2021-02-25
"270","Georgia",2020-12-25,0.706839733719379,1.06120627236804,0.339733056085067,0.875463776316057,0.536844169608201,7,2021-02-25
"271","Georgia",2020-12-26,0.688713343098373,1.04004490745745,0.306504278586552,0.859467664284502,0.516400977559408,7,2021-02-25
"272","Georgia",2020-12-27,0.670367519867755,1.02848652822541,0.288470124711868,0.842838195335598,0.498838377980617,7,2021-02-25
"273","Georgia",2020-12-28,0.668417142247593,1.02557030900409,0.2881022531601,0.843572674078426,0.495580442699495,7,2021-02-25
"274","Georgia",2020-12-29,0.702410155959182,1.05893127499493,0.333777439848943,0.872575488774732,0.532907487956659,7,2021-02-25
